CO_IES|NO_IES|SGL_IES|CO_MANTENEDORA|NO_MANTENEDORA|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_MUNICIPIO_IES|NO_MUNICIPIO_IES|CO_UF_IES|SGL_UF_IES|NO_REGIAO_IES|IN_CAPITAL_IES|QT_TEC_TOTAL|QT_TEC_FUND_INCOMP_FEM|QT_TEC_FUND_INCOMP_MASC|QT_TEC_FUND_COMP_FEM|QT_TEC_FUND_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REFERENTE|VL_RECEITA_PROPRIA|VL_TRANSFERENCIA|VL_OUTRA_RECEITA|VL_DES_PESSOAL_REM_DOCENTE|VL_DES_PESSOAL_REM_TECNICO|VL_DES_PESSOAL_ENCARGO|VL_DES_CUSTEIO|VL_DES_INVESTIMENTO|VL_DES_PESQUISA|VL_DES_OUTRAS
4009|FACULDADE DE TECNOLOGIA ESTÁCIO DE CURITIBA|FATEC ESTÁC CURITIBA|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|4106902|Curitiba|41|PR|Sul|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|2|2613264.41|0.00|53656.68|681609.26|60678.13|206915.01|2226.87|0.00|0.00|330969.56
2036|Faculdade Estácio do Pará - Estácio FAP|ESTÁCIO FAP|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|1501402|Belém|15|PA|Norte|1|77|0|0|1|5|27|26|9|7|2|0|0|0|0|0|1|1|2|73919304.41|0.00|454043.38|8988923.77|2818222.88|3488820.70|8773530.56|0.00|0.00|6340049.64
2380|Faculdade Estácio do Amapá - Estácio FAMAP|ESTÁCIO FAMAP|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|1600303|Macapá|16|AP|Norte|1|36|0|0|1|0|13|7|4|5|2|3|0|1|0|0|1|1|2|21099323.24|0.00|132203.59|2995424.69|1112929.89|1304539.40|2651795.08|0.00|0.00|1427825.48
2122|Estácio FASE - Faculdade Estácio de Sergipe|Estácio FASE|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|2800308|Aracaju|28|SE|Nordeste|1|75|0|0|1|2|26|17|11|6|6|2|0|3|1|0|1|1|2|75645280.25|0.00|571322.59|9679646.05|3055476.16|4004979.32|10101071.36|0.00|0.00|7975287.73
3779|FACULDADE ESTÁCIO DE SANTO ANDRÉ|ESTÁCIO SANTO ANDRÉ|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|3547809|Santo André|35|SP|Sudeste|0|19|0|0|0|0|7|3|6|1|1|1|0|0|0|0|1|1|2|9188017.13|0.00|50348.19|1215769.65|579573.87|559573.87|14448057.47|0.00|0.00|904405.93
1817|Faculdade Estácio de Curitiba|ESTÁCIO CURITIBA|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|4106902|Curitiba|41|PR|Sul|1|35|0|0|2|1|13|5|6|6|0|1|1|0|0|0|1|1|2|25781901.41|0.00|241821.99|4013621.01|1397240.34|1661059.78|4277832.31|0.00|0.00|2732537.54
2431|Faculdade Estácio Montessori de Ibiúna|ESTÁCIO FMI|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|3519709|Ibiúna|35|SP|Sudeste|0|10|0|0|0|0|2|2|3|2|0|1|0|0|0|0|1|1|2|3044707.38|0.00|15331.87|419524.39|278592.48|227745.89|557362.64|0.00|0.00|243721.75
2460|FACULDADE ESTÁCIO DE NATAL|ESTÁCIO DE NATAL|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|2408102|Natal|24|RN|Nordeste|1|46|0|0|0|1|16|13|3|3|4|2|2|2|0|0|1|1|2|15415668.53|0.00|106616.62|2984749.27|1339261.04|1353614.25|3539053.17|0.00|0.00|1582813.60
794|CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE|UNIVAG|546|INSTITUICAO EDUCACIONAL MATOGROSSENSE-IEMAT|5|Privada sem fins lucrativos|2|Centro Universitário|5108402|Várzea Grande|51|MT|Centro-Oeste|0|560|25|42|46|67|122|143|54|31|11|14|3|1|1|0|1|1|1|159332110.12|0.00|116213.28|26901870.32|12751757.97|16460292.75|26556824.10|7176714.31|0.00|40546274.12
795|FACULDADES INTEGRADAS DE DIAMANTINO|FID|547|INSTITUICAO DIAMANTINENSE DE EDUCACAO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|5103502|Diamantino|51|MT|Centro-Oeste|0|14|0|0|1|1|5|0|4|1|2|0|0|0|0|0|0|0|1|1439419.81|0.00|0.00|597905.55|131802.64|88716.33|211648.90|131691.46|11225.53|247972.97
796|FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO|EDUVALE|548|ASSOCIACAO EDUCACIONAL DO VALE DO SAO LOURENCO S/S LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|5104807|Jaciara|51|MT|Centro-Oeste|0|21|0|0|0|0|3|2|4|2|6|3|1|0|0|0|1|0|2|2830929.08|0.00|177429.75|824948.15|216005.39|459719.11|84076.29|178497.11|102949.10|630858.13
798|FACULDADES INTEGRADAS DE ARACRUZ|FAACZ|550|FUNDACAO SAO JOAO BATISTA|5|Privada sem fins lucrativos|3|Faculdade|3200607|Aracruz|32|ES|Sudeste|0|85|7|8|9|1|15|5|9|3|22|5|1|0|0|0|0|0|2|16497008.50|0.00|3157783.94|3620240.91|2780544.96|3465018.63|2083944.36|539711.03|101082.15|765988.06
801|FACULDADE MONTENEGRO|FAM|552|ACADEMIA DE EDUCACAO MONTENEGRO|5|Privada sem fins lucrativos|3|Faculdade|2912103|Ibicaraí|29|BA|Nordeste|0|23|0|0|0|2|8|4|0|3|6|0|0|0|0|0|1|0|2|981750.00|0.00|0.00|276600.00|207000.00|218790.00|116718.60|52000.00|0.00|75000.00
802|CENTRO UNIVERSITÁRIO CARIOCA|UNICARIOCA|553|ASSOCIACAO CARIOCA DE ENSINO SUPERIOR|5|Privada sem fins lucrativos|2|Centro Universitário|3304557|Rio de Janeiro|33|RJ|Sudeste|1|211|7|1|5|3|53|62|32|23|10|6|6|2|0|1|0|1|1|55613693.79|0.00|743974.49|8935760.49|7051098.93|2113073.03|14172658.27|2589557.36|471305.21|6469328.30
803|FACULDADE INTERAÇÃO AMERICANA|FIA|554|IBREPE - INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS EDUCACIONAIS|5|Privada sem fins lucrativos|3|Faculdade|3548708|São Bernardo do Campo|35|SP|Sudeste|0|51|2|0|2|3|7|8|14|8|3|3|0|0|1|0|0|0|1|4667043.27|0.00|34251.09|1218298.91|706456.38|1059118.93|1147119.56|75115.45|0.00|0.00
1046|UNIÃO DAS FACULDADES DOS GRANDES LAGOS|UNILAGO|555|ASSOCIACAO EDUCACIONAL DE ENSINO SUPERIOR|5|Privada sem fins lucrativos|3|Faculdade|3549805|São José do Rio Preto|35|SP|Sudeste|0|88|5|6|8|10|14|8|6|15|7|5|2|1|0|1|1|1|1|10133997.03|0.00|74695.84|1180105.79|766781.54|553807.00|1367551.98|1787782.09|91464.23|1894792.73
809|FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE|FADILESTE|557|SOCIEDADE EDUCACIONAL BREDER LOPES|5|Privada sem fins lucrativos|3|Faculdade|3154150|Reduto|31|MG|Sudeste|0|25|0|1|3|2|3|2|6|1|5|1|1|0|0|0|0|0|1|2232049.71|0.00|46.09|493403.62|30837.71|215864.08|195305.60|20767.81|20864.45|83913.50
810|CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE|CTESOP|558|UNIMEO-UNIAO EDUCACIONAL DO MEDIO OESTE PARANAENSE LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|4102000|Assis Chateaubriand|41|PR|Sul|0|14|0|0|0|0|1|0|1|2|5|4|1|0|0|0|1|0|1|2606520.85|0.00|0.00|1092686.40|395837.27|527104.23|364824.11|0.00|0.00|3633.45
1196|CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR|UNICESUMAR|560|CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA|4|Privada com fins lucrativos|2|Centro Universitário|4115200|Maringá|41|PR|Sul|0|1388|60|39|42|50|251|216|345|141|151|56|26|9|2|0|1|1|1|219542835.42|0.00|36096871.04|49453635.99|14861339.10|23399492.78|96300635.19|47018766.06|99265.00|25803732.97
4396|CENTRO UNIVERSITÁRIO DE MINEIROS|UNIFIMES|565|FUNDACAO INTEGRADA MUNICIPAL DE ENSINO SUPERIOR|7|Especial|2|Centro Universitário|5213103|Mineiros|52|GO|Centro-Oeste|0|71|2|9|6|2|13|5|14|8|7|5|0|0|0|0|1|1|1|12739099.08|713156.88|31671.13|5660793.06|2023811.37|1394159.44|0.00|851955.09|8552.55|2726793.21
824|FACULDADE DE FILOSOFIA E CIÊNCIAS HUMANAS DE GOIATUBA|FAFICH|568|FUNDACAO DE ENSINO SUPERIOR DE GOIATUBA|3|Pública Municipal|3|Faculdade|5209101|Goiatuba|52|GO|Centro-Oeste|0|87|0|0|12|6|13|5|24|6|20|1|0|0|0|0|0|0|1|13540446.50|0.00|0.00|4592678.92|1421555.82|1480972.99|3865890.80|852710.61|110500.00|0.00
825|FACULDADE PRESBITERIANA GAMMON|FAGAMMON|569|INSTITUTO PRESBITERIANO GAMMON|5|Privada sem fins lucrativos|3|Faculdade|3138203|Lavras|31|MG|Sudeste|0|5|0|0|0|0|2|0|1|0|1|1|0|0|0|0|1|0|2|2240509.00|0.00|533307.00|914500.00|261725.00|508930.00|366809.00|23041.00|0.00|149571.00
826|CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO-OESTE|UNIDESC|570|ASSOCIACAO EDUCACIONAL DO PLANALTO CENTRAL|5|Privada sem fins lucrativos|2|Centro Universitário|5212501|Luziânia|52|GO|Centro-Oeste|0|116|3|3|11|18|40|22|10|6|2|1|0|0|0|0|0|1|1|11759985.59|0.00|57784.43|3218151.50|1732850.80|1994118.44|2981997.19|57523.07|183830.22|1181727.89
5670|FACULDADES UNIDAS DO VALE DO ARAGUAIA|UNIVAR|571|ASSOCIACAO BARRAGARCENSE DE EDUCACAO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|5101803|Barra do Garças|51|MT|Centro-Oeste|0|71|0|1|1|4|18|19|7|6|9|5|0|1|0|0|0|1|2|6727332.75|0.00|158958.15|1699449.04|924519.83|351889.57|1404806.23|1253381.07|83450.34|356987.71
829|UNIVERSIDADE DO TOCANTINS|UNITINS|573|FUNDACAO UNIVERSIDADE DO TOCANTINS - UNITINS|2|Pública Estadual|1|Universidade|1721000|Palmas|17|TO|Norte|1|310|7|13|72|66|19|19|48|39|16|9|0|2|0|0|0|0|2|2812439.30|13413452.17|6137881.61|11987391.18|10085106.59|4348993.58|8600870.71|984889.40|17869.52|1244504.98
830|UNIVERSIDADE FEDERAL DO AMAPÁ|UNIFAP|574|FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA|1|Pública Federal|1|Universidade|1600303|Macapá|16|AP|Norte|1|434|0|0|0|3|28|58|88|78|92|72|7|7|0|1|1|1|2|963465.00|0.00|0.00|36556726.37|0.00|18244987.08|30190625.88|10798083.13|27000.00|64519573.56
831|FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE|FCHVRG|575|EDUVALE SOCIEDADE EDUCACIONAL VALE DO RIO GRANDE LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|3533908|Olímpia|35|SP|Sudeste|0|7|0|0|1|0|0|0|1|0|2|2|1|0|0|0|0|0|1|762664.04|0.00|9968.38|236391.85|169918.00|190760.44|0.00|0.00|0.00|213436.00
832|FACULDADE ARQUIDIOCESANA DE CURVELO|FAC|576|MITRA ARQUIDIOCESANA DE DIAMANTINA|5|Privada sem fins lucrativos|3|Faculdade|3120904|Curvelo|31|MG|Sudeste|0|34|0|2|0|0|9|8|6|2|2|2|2|0|0|1|0|0|2|4247246.53|0.00|91487.98|1828779.27|615235.20|780056.82|306619.61|388764.43|2000.00|0.00
833|FACULDADES INTEGRADAS DE ARIQUEMES|FIAR|577|CENTRO DE ENSINO SUPERIOR DE ARIQUEMES|5|Privada sem fins lucrativos|3|Faculdade|1100023|Ariquemes|11|RO|Norte|0|43|0|0|6|0|21|10|0|3|1|2|0|0|0|0|0|1|1|4296297.50|0.00|206161.80|781474.32|731740.94|1056270.23|456177.55|0.00|0.00|0.00
1839|FACULDADES INTEGRADAS DE VÁRZEA GRANDE|FIAVEC|578|ASSOCIACAO VARZEAGRANDENSE DE ENSINO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|5108402|Várzea Grande|51|MT|Centro-Oeste|0|9|0|0|0|0|2|1|1|0|4|0|1|0|0|0|1|1|2|437075.23|0.00|0.00|135204.61|127501.32|27999.30|26378.40|58976.80|20807.20|40207.60
838|FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA|FCTFOR|580|ASSOCIACAO DE ENSINO SUPERIOR DE FORTALEZA-AESF|5|Privada sem fins lucrativos|3|Faculdade|2304400|Fortaleza|23|CE|Nordeste|1|11|0|0|1|1|2|2|1|2|2|0|0|0|0|0|0|0|1|119535.76|0.00|25708.78|186337.03|42169.52|1295.03|42334.11|30837.04|0.00|0.00
837|FACULDADE DE CIÊNCIAS HUMANAS DE FORTALEZA|FCHFOR|580|ASSOCIACAO DE ENSINO SUPERIOR DE FORTALEZA-AESF|5|Privada sem fins lucrativos|3|Faculdade|2304400|Fortaleza|23|CE|Nordeste|1|8|0|0|1|0|2|0|2|2|1|0|0|0|0|0|0|0|1|119535.76|0.00|25708.78|186337.03|42169.52|1295.03|42334.11|30837.04|0.00|0.00
840|FACULDADE VITORIANA DE TECNOLOGIA|FAVI|581|ASSOCIACAO VITORIANA DE ENSINO SUPERIOR-AVIES|5|Privada sem fins lucrativos|3|Faculdade|3205309|Vitória|32|ES|Sudeste|1|61|2|2|5|3|22|19|6|1|1|0|0|0|0|0|1|0|1|4197518.00|0.00|339289.95|1153232.06|475127.11|1062730.45|2386951.49|147528.60|0.00|25566.60
839|FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS|FAVI|581|ASSOCIACAO VITORIANA DE ENSINO SUPERIOR-AVIES|5|Privada sem fins lucrativos|3|Faculdade|3205309|Vitória|32|ES|Sudeste|1|61|2|2|5|3|22|19|6|1|1|0|0|0|0|0|1|0|1|4197518.09|0.00|339289.95|1153232.06|475127.11|1062730.45|2386951.49|147528.60|0.00|25566.60
1498|INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA|FAVI|581|ASSOCIACAO VITORIANA DE ENSINO SUPERIOR-AVIES|5|Privada sem fins lucrativos|3|Faculdade|3205309|Vitória|32|ES|Sudeste|1|61|2|2|5|3|22|19|6|1|1|0|0|0|0|0|1|0|1|4197518.09|0.00|339289.95|1153232.06|475127.11|1062730.45|2386951.49|147528.60|0.00|25566.60
843|FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI|FATEB|584|FUNDACAO MUNICIPAL DE ENSINO DE BIRIGUI|3|Pública Municipal|3|Faculdade|3506508|Birigui|35|SP|Sudeste|0|24|0|0|0|0|7|3|2|6|3|1|1|0|1|0|0|0|1|1290922.09|435422.61|61935.89|851566.33|483844.14|297286.40|0.00|44699.64|0.00|271715.96
1307|FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL|FAEF|585|SOCIEDADE CULTURAL E EDUCACIONAL DE GARCA S/S LTDA|4|Privada com fins lucrativos|3|Faculdade|3516705|Garça|35|SP|Sudeste|0|127|0|0|1|6|32|37|17|12|2|5|4|7|2|2|0|1|1|15062868.40|0.00|617084.93|3707537.76|1712046.46|1749216.84|3279231.65|458855.67|0.00|0.00
845|FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA|FAC-FEA|586|FUNDACAO EDUCACIONAL ARACATUBA|5|Privada sem fins lucrativos|3|Faculdade|3502804|Araçatuba|35|SP|Sudeste|0|55|0|0|0|0|6|6|9|5|0|1|12|11|5|0|1|1|1|3501453.61|0.00|0.00|1590467.30|570604.65|876156.84|374145.74|68023.68|192953.32|0.00
847|FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS|FPPD|587|ASSOCIACAO DE ENSINO SUPERIOR DO PIAUI-AESPI|5|Privada sem fins lucrativos|3|Faculdade|2211001|Teresina|22|PI|Nordeste|1|96|6|6|4|7|30|13|11|7|7|4|1|0|0|0|0|0|1|14729711.16|0.00|2834540.79|3497760.68|1519036.71|2003739.44|3929461.61|361586.57|0.00|7120.00
846|FACULDADE DE ADMINISTRAÇÃO DE TERESINA|FAT|587|ASSOCIACAO DE ENSINO SUPERIOR DO PIAUI-AESPI|5|Privada sem fins lucrativos|3|Faculdade|2211001|Teresina|22|PI|Nordeste|1|96|6|6|4|7|30|13|11|7|7|4|1|0|0|0|0|0|1|14729711.16|0.00|2834540.79|3497760.68|1519036.71|2003739.44|3929461.61|361586.57|0.00|7120.00
1656|INSTITUTO DE ENSINO SUPERIOR DE TERESINA|IEST|587|ASSOCIACAO DE ENSINO SUPERIOR DO PIAUI-AESPI|5|Privada sem fins lucrativos|3|Faculdade|2211001|Teresina|22|PI|Nordeste|1|96|6|6|4|7|30|13|11|7|7|4|1|0|0|0|0|0|1|14729711.16|0.00|2834540.79|3497760.68|1519036.71|2003739.44|3929461.61|361586.57|0.00|7120.00
2908|FACULDADE NATALENSE DE ENSINO E CULTURA|FANEC|588|ASSOCIACAO PARAIBANA DE ENSINO RENOVADO-ASPER|5|Privada sem fins lucrativos|3|Faculdade|2408102|Natal|24|RN|Nordeste|1|39|1|0|3|2|8|14|4|1|5|1|0|0|0|0|0|0|1|14722718.59|0.00|429690.22|4284993.71|1421348.72|2311607.97|12612839.31|547385.85|0.00|25436.00
848|FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS|FPPD|588|ASSOCIACAO PARAIBANA DE ENSINO RENOVADO-ASPER|5|Privada sem fins lucrativos|3|Faculdade|2507507|João Pessoa|25|PB|Nordeste|1|36|0|0|0|0|13|16|0|4|1|0|1|1|0|0|0|0|1|14722718.59|0.00|429690.22|4284993.71|1421348.72|2311607.97|12612839.31|547385.85|0.00|25436.00
1462|INSTITUTO PARAIBANO DE ENSINO RENOVADO|INPER|588|ASSOCIACAO PARAIBANA DE ENSINO RENOVADO-ASPER|5|Privada sem fins lucrativos|3|Faculdade|2507507|João Pessoa|25|PB|Nordeste|1|28|0|0|5|2|11|8|1|0|0|1|0|0|0|0|0|0|1|14722718.59|0.00|429690.22|4284993.71|1421348.72|2311607.97|12612839.31|547385.85|0.00|25436.00
849|FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA|FAJE|589|ASSOCIACAO JESUITA DE EDUCACAO E ASSISTENCIA SOCIAL|5|Privada sem fins lucrativos|3|Faculdade|3106200|Belo Horizonte|31|MG|Sudeste|1|34|1|1|1|0|7|8|7|6|0|0|1|2|0|0|1|0|2|1376114.24|0.00|0.00|819931.71|34193.85|69625.76|0.00|0.00|7150.00|32001.93
1182|INSTITUTO DE ENSINO SUPERIOR DE AMERICANA|IESA|597|ASSOCIACAO CAMPINEIRA DE ENSINO SUPERIOR E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|3501608|Americana|35|SP|Sudeste|0|15|0|0|3|0|3|4|3|1|1|0|0|0|0|0|0|1|1|950690.47|0.00|45134.11|500288.17|276204.63|295407.19|2087942.51|272819.80|0.00|0.00
1872|FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA|FARESC|599|UNIAO PARANAENSE DE ENSINO E CULTURA -UNIPEC|5|Privada sem fins lucrativos|3|Faculdade|4106902|Curitiba|41|PR|Sul|1|136|11|3|8|7|44|31|6|4|13|9|0|0|0|0|1|0|1|25488074.86|0.00|563296.99|6365852.00|4657689.26|4472043.77|6162539.43|1137773.28|22431.81|3766292.19
861|CENTRO DE ENSINO SUPERIOR DO AMAPÁ|CEAP|600|ASSOCIACAO AMAPAENSE DE ENSINO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|1600303|Macapá|16|AP|Norte|1|66|1|2|0|1|10|15|12|8|7|4|4|2|0|0|0|1|2|15293839.38|0.00|481700.53|4679310.74|1610368.42|2934341.70|4261463.85|553069.51|277543.62|670501.43
866|FACULDADE DE INFORMÁTICA DE CUIABÁ|FIC|605|ASSOCIACAO METROPOLITANA DE ENSINO SUPERIOR|5|Privada sem fins lucrativos|3|Faculdade|5103403|Cuiabá|51|MT|Centro-Oeste|1|21|0|0|1|0|3|3|2|5|2|3|1|0|0|1|1|0|2|219562.85|0.00|0.00|80635.26|37852.62|56256.26|17585.66|13565.89|956.00|98.00
940|Faculdades Magsul|FAMAG|606|ASSOCIACAO DE ENSINO SUPERIOR PONTAPORANENSE-AESP|5|Privada sem fins lucrativos|3|Faculdade|5006606|Ponta Porã|50|MS|Centro-Oeste|0|18|0|0|4|1|2|2|5|1|3|0|0|0|0|0|1|1|1|4203301.29|0.00|789633.80|2332025.92|466517.12|784112.11|814858.87|160594.88|0.00|0.00
976|FACULDADES INTEGRADAS DE PONTA PORÃ|FIP|606|ASSOCIACAO DE ENSINO SUPERIOR PONTAPORANENSE-AESP|5|Privada sem fins lucrativos|3|Faculdade|5006606|Ponta Porã|50|MS|Centro-Oeste|0|15|2|0|2|0|1|2|4|1|2|0|0|1|0|0|1|1|1|4203301.29|789633.80|0.00|2332025.92|466517.12|784112.11|814858.87|160594.88|0.00|0.00
1032|CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO|UNISAL|607|LICEU CORACAO DE JESUS|5|Privada sem fins lucrativos|2|Centro Universitário|3501608|Americana|35|SP|Sudeste|0|467|20|10|29|26|124|74|86|36|33|17|3|4|3|2|1|1|1|83657292.02|2417438.68|14928617.32|26624242.48|8186633.47|15752896.55|25998760.50|10195063.54|2322905.47|8733327.57
873|FACULDADES UNIFICADAS DE FOZ DO IGUAÇU|UNIFOZ|608|SOCIEDADE DE EDUCACAO TRES FRONTEIRAS LTDA|4|Privada com fins lucrativos|3|Faculdade|4108304|Foz do Iguaçu|41|PR|Sul|0|62|3|1|16|3|10|8|13|7|1|0|0|0|0|0|1|1|1|7156937.75|0.00|0.00|2488443.06|873042.73|1145323.66|290347.06|0.00|0.00|812423.90
874|FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIANA|FESAV|609|SOCIEDADE EDUCACIONAL DE VIANA|5|Privada sem fins lucrativos|3|Faculdade|3205101|Viana|32|ES|Sudeste|0|7|0|0|0|1|1|1|0|0|0|4|0|0|0|0|1|0|1|53751800.00|0.00|0.00|153500.00|240960.00|30058.00|108000.00|0.00|0.00|5000.00
1550|FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU|FEPI|611|"ASSOCIACAO EDUCACIONAL IGUACU ""AEI"""|5|Privada sem fins lucrativos|3|Faculdade|4108304|Foz do Iguaçu|41|PR|Sul|0|47|5|0|0|2|21|9|2|3|3|2|0|0|0|0|0|0|1|4137468.74|0.00|129210.89|1764763.10|696586.93|1017089.65|5320870.43|155307.33|0.00|9827.58
877|FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU|FEPI|611|"ASSOCIACAO EDUCACIONAL IGUACU ""AEI"""|5|Privada sem fins lucrativos|3|Faculdade|4108304|Foz do Iguaçu|41|PR|Sul|0|47|5|0|0|2|21|9|2|3|3|2|0|0|0|0|0|0|1|4137468.74|0.00|129210.89|1764736.10|696586.93|1017089.65|5320870.43|155307.33|0.00|9827.58
2086|INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU|IESFI|611|"ASSOCIACAO EDUCACIONAL IGUACU ""AEI"""|5|Privada sem fins lucrativos|3|Faculdade|4108304|Foz do Iguaçu|41|PR|Sul|0|47|5|0|0|2|21|9|2|3|3|2|0|0|0|0|0|0|1|4137468.74|0.00|129210.89|1764736.10|696586.93|1017089.65|5320870.43|155307.33|0.00|9827.58
881|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS|IMESA|615|FUNDACAO EDUCACIONAL DO MUNICIPIO DE ASSIS|3|Pública Municipal|3|Faculdade|3504008|Assis|35|SP|Sudeste|0|61|0|1|4|7|6|7|11|12|5|3|1|1|1|2|1|1|1|12489184.68|738212.62|735485.91|5755718.33|2525890.78|2292027.82|3446303.67|362166.84|0.00|17177.28
882|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI|IMESB|616|PREFEITURA MUNICIPAL DE BEBEDOURO|7|Especial|3|Faculdade|3506102|Bebedouro|35|SP|Sudeste|0|31|2|0|0|1|6|5|8|5|1|2|0|1|0|0|0|0|2|3367318.41|181939.34|112811.68|1574183.04|775012.70|390997.35|866091.27|35412.97|0.00|376286.32
890|ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO|EG|623|FUNDACAO JOAO PINHEIRO|2|Pública Estadual|3|Faculdade|3106200|Belo Horizonte|31|MG|Sudeste|1|14|0|0|0|0|6|4|2|1|1|0|0|0|0|0|1|1|2|4394632.67|0.00|111494.36|1729668.15|163673.00|351742.33|2381115.07|0.00|0.00|0.00
1038|FACULDADES INTEGRADAS DE TRÊS LAGOAS|AEMS|625|ASSOCIACAO DE ENSINO E CULTURA DE MATO GROSSO DO SUL|5|Privada sem fins lucrativos|3|Faculdade|5008305|Três Lagoas|50|MS|Centro-Oeste|0|77|10|19|8|7|10|4|6|4|3|5|1|0|0|0|1|1|1|10133997.09|0.00|74695.84|1180105.75|766781.53|553806.92|1367551.36|1787782.05|91464.23|1894792.65
3170|FACULDADES INTEGRADAS ASSOCIAÇÃO DE ENSINO DE SANTA CATARINA|FASSESC|626|ASSOCIACAO DE ENSINO DE SANTA CATARINA|5|Privada sem fins lucrativos|3|Faculdade|4205407|Florianópolis|42|SC|Sul|1|28|0|0|2|2|9|9|4|0|1|0|0|1|0|0|1|1|1|7917174.70|0.00|254515.62|1938115.59|871900.10|856819.07|1875868.01|0.00|0.00|165968.96
